SMILES,MW,LogP,TPSA,HBA,HBD,cluster,x_umap,y_umap,Cluster_ID
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,458.58100000000013,5.3513000000000055,42.32,5,1,758,1.7848117,0.6750043,758
CCOC(=O)c1ccc(N)cc1,165.19199999999998,1.4455,52.32,3,1,757,4.1372523,-0.5220452,757
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.057,5.862600000000001,40.46,3,2,756,4.05178,-2.2433913,756
CCN(CC)CCOC(=O)c1ccc(N)cc1,236.315,1.7673999999999999,55.56,4,1,334,3.822291,-0.25763294,334
Cc1ccc(C(C)C)cc2c(C)ccc1-2,198.30899999999997,4.531640000000003,0.0,0,0,755,4.803699,-2.8709517,755
Cc1ccccc1OCC(O)CO,182.219,0.7270199999999998,49.69,3,2,754,5.730776,-2.6248608,754
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,324.38000000000005,3.493400000000002,60.85000000000001,3,1,354,4.152223,1.2293165,354
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,356.05800000000005,1.2272,40.620000000000005,2,0,753,2.470502,1.171204,753
CC12CCC(CC1)C(C)(C)O2,154.25300000000001,2.7441000000000013,9.23,1,0,752,0.5725678,5.335194,752
C=CCc1ccccc1OCC(O)CNC(C)C,249.35399999999998,2.1528000000000005,41.489999999999995,3,2,202,5.9116225,-2.8469741,202
O=C1CCO1,72.06299999999999,-0.06669999999999998,26.3,2,0,751,3.0881362,1.8796554,751
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],236.13599999999997,-1.0621999999999998,123.20000000000002,8,0,750,2.624967,-2.53502,750
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,515.9940000000003,4.099600000000004,111.01,8,1,353,2.8017557,-2.359193,353
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,298.455,4.487000000000004,6.48,3,0,140,0.51120317,-0.84021395,140
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,376.1360000000002,4.558300000000004,29.259999999999998,2,1,254,2.997495,0.71291715,254
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,524.8740000000004,11.542499999999986,26.3,2,0,63,1.0631428,4.600575,63
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,430.7170000000002,8.840260000000002,29.46,2,1,749,0.5123422,4.7523203,749
NCC1CCC(C(=O)O)CC1,157.21300000000002,0.8361000000000001,63.32000000000001,2,2,748,5.08994,1.555443,748
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,444.4400000000001,-0.37099999999999905,181.62000000000003,9,6,56,2.6069722,8.880343,56
O=c1cc[nH]c(=S)[nH]1,128.156,0.43248999999999993,48.65,2,2,747,1.8326627,-1.4147799,747
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,281.352,1.0414999999999999,83.47,4,2,746,3.390479,2.3871405,746
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,238.159,0.07349999999999984,118.05000000000001,6,1,745,2.5216348,-2.420488,745
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,419.8690000000001,2.2064,106.95000000000002,8,1,352,3.2906077,-0.98411995,352
On1ccccc1=S,127.16799999999996,1.45489,25.16,3,1,744,1.4815257,-0.885008,744
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,515.868,2.9534000000000047,183.68,5,7,61,3.1492472,-1.638704,61
CC(N)Cc1ccccc1,135.20999999999995,1.5763,26.02,1,1,743,5.1360846,-2.4643815,743
CCOc1ccc(NC(C)=O)cc1,179.21899999999997,2.0436999999999994,38.33,2,1,742,4.43231,-1.4406189,742
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,307.32800000000003,-2.2060999999999984,158.82000000000002,6,6,741,6.7149606,0.42193738,741
C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,325.36100000000005,-0.3925999999999993,96.3,7,2,740,0.5670946,5.952755,740
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,315.716,3.037700000000002,84.6,4,1,739,2.4001942,-2.2665005,739
Cl.c1ccc2c(CC3=NCCN3)cccc2c1,246.741,2.805800000000002,24.39,2,1,318,3.6727846,-4.1071396,318
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,328.4960000000001,6.081100000000006,26.3,2,0,63,1.0318688,4.628,63
Oc1ccc(Cl)cc1,128.558,2.0456000000000008,20.23,1,1,738,4.4404674,-2.1172094,738
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,198.13799999999998,0.1899999999999999,123.76,5,2,737,2.5833776,-2.4032772,737
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,225.16,0.9739,98.18,6,0,736,2.5556285,-2.4275324,736
O=C(O)c1cc(O)ccc1O,154.12099999999998,0.7959999999999998,77.76,3,3,735,4.9628057,-1.1406062,735
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,196.155,-3.4930999999999988,138.45000000000002,6,6,734,5.883167,1.4852548,734
COc1ccc2cc(CCC(C)=O)ccc2c1,228.291,3.370000000000002,26.3,2,0,733,3.679022,-0.8356025,733
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,328.41200000000003,2.1353999999999997,95.58,4,4,351,4.928567,-3.1413395,351
CCN(CC)CCNC(=O)c1ccc(N)cc1,235.33100000000002,1.3403999999999998,58.36,3,2,339,4.1442747,-0.33651358,339
NC(N)=NCCN1CCCCCCC1,198.314,0.5259000000000007,67.64,2,2,247,2.2366762,0.69122684,247
Br,80.91199999999999,0.5779000000000001,0.0,0,0,732,1.5136241,2.6825874,732
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,270.21,3.2541200000000012,55.13,3,1,731,4.9817433,-1.7197711,731
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21399999999994,3.2081000000000017,72.24,3,1,730,2.9996505,-2.4947174,730
CC(=O)NO,75.067,-0.4882999999999999,49.33,2,2,729,5.361626,1.7182964,729
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,278.31200000000007,0.1930000000000005,78.89,7,0,728,1.8705968,-1.7694718,728
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,645.3190000000002,6.936200000000007,42.68,4,0,317,3.68914,-0.065702505,317
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,560.6930000000007,0.9221000000000046,205.83999999999995,9,6,332,5.5119596,0.69244325,332
CN1Cc2c(N)cccc2C(c2ccccc2)C1,238.33400000000003,2.8461000000000007,29.259999999999998,2,1,193,1.4468904,1.0785104,193
Cc1ccccc1C(OCCN(C)C)c1ccccc1,269.388,3.662620000000002,12.47,2,0,31,2.4090135,-0.54915434,31
I,127.91199999999999,0.6180000000000001,0.0,0,0,727,4.0620904,-1.5905955,727
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,244.265,3.6808000000000023,37.3,1,1,726,4.145407,-1.7755829,726
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,284.359,2.2062,53.43000000000001,3,1,725,1.8851253,2.412747,725
CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,249.26999999999998,2.5300000000000002,76.24,4,2,724,3.936471,-1.0397345,724
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,339.4830000000002,3.361900000000001,59.22,3,1,312,3.1004834,-0.08317053,312
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,365.8420000000001,2.7141200000000003,92.5,4,2,723,0.8933518,-2.2763865,723
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,356.41800000000006,4.365500000000003,54.370000000000005,2,1,722,4.466618,-0.7573564,722
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.68999999999994,5.801400000000003,27.05,3,0,58,1.9255795,-2.9442925,58
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,374.91200000000003,3.055900000000001,35.94,4,1,721,1.4040643,0.3022263,721
CCC1(c2ccccc2)NC(=O)N(C)C1=O,218.256,1.4735000000000003,49.410000000000004,2,1,720,3.3828769,1.6627276,720
NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,505.4580000000001,3.3366,177.58,2,6,257,5.715351,0.13411568,257
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,388.46400000000017,2.5828000000000007,69.26,6,1,300,3.2805724,-0.745401,300
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,303.83299999999997,4.194900000000003,12.47,2,0,344,3.940443,-3.4738927,344
CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,320.88899999999995,4.6612000000000045,6.48,3,0,29,0.48467672,-0.8286381,29
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,290.271,1.5461000000000014,110.38000000000001,6,5,719,3.735625,4.059183,719
O=C(O)P(=O)(O)O,126.00399999999998,-0.1579000000000001,94.83,2,3,718,5.4422917,1.9153223,718
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,406.8660000000001,3.1144000000000007,99.96,5,2,326,2.4542816,-0.6549323,326
Cc1ccc(S(=O)(=O)O)cc1,172.20499999999998,1.24172,54.370000000000005,2,1,717,4.9413514,-0.5878356,717
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,287.3589999999999,3.383000000000001,62.32000000000001,2,2,716,3.4981084,1.5550131,716
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.324,0.6632999999999998,87.46000000000001,6,2,715,-0.13338843,1.0822449,715
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,337.382,1.6425,99.60000000000001,6,2,329,3.7014673,1.2438747,329
O=NN(CCCl)C(=O)NCCCl,214.05199999999996,1.157,61.77,3,1,714,4.200377,0.51680994,714
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,281.311,3.035100000000001,57.61,2,1,713,4.1050625,-1.6795899,713
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,336.36700000000013,3.096300000000001,40.8,4,0,333,0.0053462144,2.235285,333
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,309.4340000000001,4.014400000000004,20.310000000000002,3,0,336,0.9434177,0.30715728,336
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,314.25700000000006,1.7404999999999997,118.05000000000001,6,1,712,2.5685494,-2.4528353,712
Cc1cccc(C)c1OCC(C)N.Cl,215.72399999999996,2.45124,35.25,2,1,321,5.3667274,-2.5506425,321
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,364.873,2.5572000000000012,95.58,4,4,351,4.891591,-3.0943186,351
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,270.376,2.923300000000001,25.36,3,0,350,2.502138,-0.6450888,350
CN(C)CCN(Cc1ccccc1)c1ccccn1,255.36500000000004,2.649800000000001,19.37,3,0,9,2.5978386,-0.91972077,9
O.O=P1(N(CCCl)CCCl)NCCCO1,279.104,1.0593,73.07,2,1,349,4.1280227,0.6345788,349
NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,376.40900000000016,-0.04820000000000002,146.01,7,5,328,2.683418,2.3919175,328
C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,444.4400000000001,-0.5041999999999984,181.62000000000003,9,6,267,2.573085,8.835111,267
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.27599999999998,1.1849999999999998,75.27000000000001,3,2,59,3.5379357,2.0852408,59
NC(=O)c1cccc(N)c1,136.15399999999997,0.36770000000000014,69.11,2,2,711,4.7550797,-0.95860505,711
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,250.283,0.8595999999999999,97.97,5,2,710,6.186187,-1.4610076,710
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,516.8570000000003,9.908299999999995,40.46,4,2,709,3.8584008,-3.7524002,709
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,364.42300000000006,3.036500000000001,118.72,5,3,708,3.0635,-1.2197745,708
NC(=O)CN1CCCC1=O,142.158,-0.9058999999999995,63.400000000000006,2,1,707,2.5924466,0.9898233,707
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,249.295,1.4646,85.08,4,2,706,6.196437,-1.5186194,706
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,348.35800000000006,2.0796000000000006,81.42,6,1,705,3.7559655,-0.077051796,705
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,280.309,0.8682000000000001,107.2,6,2,704,6.2685156,-1.4862816,704
Cc1cccc(C)c1NC1=NCCCS1,220.34099999999995,3.2082400000000018,24.39,3,1,703,3.2459464,-0.23744805,703
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,380.6619999999999,0.8209999999999997,118.35999999999999,5,3,702,0.85137314,-2.3296106,702
O=C1c2ccccc2C(=O)C1c1ccccc1,222.24299999999997,2.849400000000001,34.14,2,0,701,3.8040855,1.8925811,701
S=P(N1CC1)(N1CC1)N1CC1,189.22399999999996,0.15769999999999995,9.03,1,0,700,2.0542555,1.2472682,700
CC(C[N+](C)(C)C)OC(N)=O.[Cl-],196.67799999999997,-2.8195999999999968,52.32,2,1,348,6.4847794,1.5690496,348
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,257.289,2.19162,59.3,3,1,245,4.4368834,-0.6917275,245
Cl.NCCc1ccc(O)c(O)c1,189.64200000000002,1.0207999999999995,66.48,3,3,347,4.2884917,-2.2020514,347
C#CCN(C)Cc1ccccc1,159.232,1.7516,3.24,1,0,277,3.8791943,-3.5584502,277
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,350.3960000000001,0.6970999999999994,95.94000000000001,5,2,57,7.349295,6.7196326,57
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,265.36,2.6949000000000005,27.630000000000003,3,1,346,3.7000403,-4.036438,346
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,396.4460000000001,0.5922999999999998,113.01,7,2,291,7.296773,9.661726,291
CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,469.9730000000002,2.967900000000001,85.15,7,1,699,2.1445558,-1.0782716,699
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,343.8980000000002,5.104400000000005,12.47,2,0,331,1.784042,0.78010297,331
OCC(S)CS,124.22999999999996,0.20689999999999997,20.23,3,3,698,5.9780188,1.0439785,698
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,377.912,3.6632000000000033,58.56,4,2,345,5.832476,-2.730242,345
CN(C)CCN(Cc1cccs1)c1ccccn1,261.394,2.7113000000000005,19.37,4,0,216,2.5953946,-0.89308035,216
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,244.38199999999995,3.1451400000000014,24.39,2,1,271,3.6625922,-4.108755,271
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],891.5400000000005,-3.5355000000000087,27.69,3,0,203,5.412064,-2.4796317,203
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+],449.4420000000001,-4.2320999999999955,151.09,9,2,296,7.247496,9.50558,296
CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,340.2939999999999,4.616700000000005,12.47,2,0,344,3.9741378,-3.4742465,344
c1ccc2c(c1)CCCC2C1=NCCN1,200.28499999999994,2.1082,24.39,2,1,343,3.7190304,-4.121417,343
NC(N)=NOCC[C@H](N)C(=O)O,176.17600000000002,-2.006599999999998,136.95,4,4,697,6.299727,0.30063877,697
Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,517.4100000000003,0.7043999999999995,163.18,10,8,342,4.259221,2.5388596,342
ClCCN(CCCl)CCCl,204.528,2.0048000000000004,3.24,1,0,696,4.2192564,0.6429475,696
O=S(=O)(O)CCS,142.201,-0.19599999999999984,54.370000000000005,3,2,695,5.7306113,0.9095291,695
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,307.418,4.948320000000003,12.47,2,0,694,3.911222,-2.4187016,694
O=c1cc(CO)occ1O,142.10999999999999,-0.16230000000000003,70.67,4,2,693,4.1311283,3.393047,693
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,356.22700000000003,0.40430000000000016,103.7,5,3,692,3.2251275,-2.58992,692
O=S(=O)([O-])CCS.[Na+],164.183,-3.534599999999999,57.2,4,1,691,5.691954,0.8195818,691
Cc1cc(=O)[nH]c(=S)[nH]1,142.18300000000002,0.74091,48.65,2,2,690,1.7795423,-1.3622594,690
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.4710000000002,3.4853000000000023,54.46,4,1,265,3.9402215,-0.23289679,265
Oc1c(I)cc(I)c2cccnc12,396.953,3.1496000000000004,33.120000000000005,2,1,689,3.7128177,-1.8381379,689
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,300.83299999999997,3.6768000000000027,6.48,2,0,261,1.2920485,0.32135594,261
Cl.NC12CC3CC(CC(C3)C1)C2,187.714,2.3356999999999997,26.02,1,1,341,2.27414,2.424861,341
Cl.Clc1cccc(Cl)c1NC1=NCCN1,266.55899999999997,2.786300000000001,36.42,3,2,340,3.6799448,-4.072741,340
CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,271.792,1.7622,58.36,3,2,339,4.0226827,-0.32266417,339
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,375.85200000000015,4.281800000000004,49.81,5,0,27,3.4620745,-1.1762071,27
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,345.9550000000001,4.824000000000006,29.54,3,0,338,3.5069432,0.34528357,338
Cl.NNc1nncc2ccccc12,196.64100000000002,1.3371999999999995,63.83,4,2,337,5.3072176,-0.69006974,337
CC(=O)[O][Hg][c]1ccccc1,336.74000000000007,0.8725,26.3,2,0,688,4.761549,-1.5063397,688
Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.[Na+],318.135,0.41292,52.16,3,1,327,5.0462065,-1.8126609,327
CNC(C)(C)Cc1ccccc1,163.26399999999998,2.2271,12.03,1,1,137,5.0092416,-0.20891063,137
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,460.43900000000014,-1.4001999999999977,201.85000000000002,10,7,289,2.5756161,8.850247,289
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,310.33500000000004,0.8768,116.43,7,2,687,6.318063,-1.5299863,687
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,303.32200000000006,-0.08080000000000004,100.35000000000001,7,2,308,-0.1295788,1.1455346,308
CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,339.61200000000014,4.711700000000004,32.5,3,1,686,6.059982,0.5539621,686
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,460.77,6.170300000000003,81.19,5,1,256,1.9432924,-2.9122403,256
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,425.5060000000002,3.7262000000000013,94.91000000000001,5,2,336,0.9186976,0.33805344,336
CC(=O)OCC[N+](C)(C)C.[Cl-],181.663,-2.740299999999996,26.3,2,0,320,6.454019,1.7103448,320
CCO/C([O-])=N/c1c[n+](N2CCOCC2)no1,242.23499999999996,-1.6853999999999976,87.03,7,0,685,2.8314667,0.21933883,685
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],448.4010000000001,1.7348,35.53,3,0,335,3.6604238,0.35207048,335
CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,272.776,2.1892,55.56,4,1,334,3.8543084,-0.29232088,334
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,570.9340000000001,3.7359000000000018,63.32000000000001,2,2,684,6.3747487,0.06636571,684
CNC1(c2ccccc2Cl)CCCCC1=O,237.73000000000002,2.897800000000001,29.1,2,1,262,1.7126929,-0.43956107,262
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,423.47200000000015,0.4753999999999993,125.90000000000002,8,2,282,7.333995,9.687278,282
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,401.46300000000014,2.3701999999999996,103.2,6,2,9,2.5409005,-0.9426222,9
CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,311.425,3.7035000000000027,29.54,3,0,195,3.589346,0.18233256,195
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,484.1400000000001,-2.5009,264.36999999999995,12,7,683,4.9174447,5.3059053,683
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,221.20899999999997,-3.077599999999998,119.25000000000001,6,5,682,4.3557873,5.322538,682
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],371.82000000000016,0.10029999999999939,40.8,4,0,333,0.020158889,2.2651613,333
CCCCOC(=O)c1ccc(N)cc1,193.24599999999998,2.2257,52.32,3,1,224,3.768079,-0.4444699,224
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,344.3190000000001,1.4998199999999995,117.97000000000001,7,2,681,3.377964,4.036502,681
CCCCCCc1ccc(O)cc1O,194.274,3.220600000000003,40.46,2,2,680,4.3543363,-1.9248085,680
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,656.8000000000008,0.42610000000000686,260.2099999999999,11,7,332,5.4556413,0.7054608,332
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,380.4220000000002,0.9490999999999996,105.17,6,2,194,7.335137,6.741755,194
CCNC(C)Cc1cccc(C(F)(F)F)c1,231.26099999999997,3.2459000000000024,12.03,1,1,259,5.0331717,-2.3979154,259
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.338,2.2131,29.54,3,0,297,2.4189458,1.4452044,297
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,214.268,2.5416000000000007,37.379999999999995,2,1,679,0.9038558,1.8199638,679
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.27599999999995,1.1849999999999998,75.27000000000001,3,2,678,3.511634,2.0436742,678
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,390.86700000000013,3.5304,90.73,4,2,60,2.482818,-0.69668436,60
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,663.4300000000002,-3.6478999999999955,321.09,18,7,23,5.0992646,5.462875,23
C[CH2][Hg][S]c1ccccc1C(=O)[O-].[Na+],404.81600000000014,-1.4181000000000001,40.129999999999995,3,0,180,4.978445,-1.3042456,180
OCCS,78.136,-0.09149999999999997,20.23,2,2,677,5.862463,1.0784262,677
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,310.43700000000007,5.727820000000007,29.46,2,1,676,0.3972525,4.267751,676
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,459.9700000000003,4.816200000000003,87.07000000000001,4,2,331,1.6919606,0.9011931,331
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,592.6930000000003,0.6158400000000022,267.4,10,8,675,3.164761,-0.26961136,675
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],364.45599999999996,3.177900000000001,0.0,0,0,62,6.1485605,1.6397164,62
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],512.3340000000002,-6.546899999999998,179.37,11,1,330,5.8447595,-2.694998,330
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,250.19999999999996,3.035600000000001,57.53,2,2,674,4.881521,-1.2119133,674
NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,431.9480000000001,2.4334999999999996,118.68999999999998,6,2,673,0.89844036,-2.3046298,673
N=c1nc(N2CCCCC2)cc(N)n1O,209.25300000000001,0.17236999999999986,91.16000000000001,6,3,672,2.2971365,0.60375506,672
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.353,1.5810000000000002,99.60000000000001,5,2,329,3.7330005,1.3168123,329
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,255.273,2.291,59.3,3,1,328,2.69262,2.4174209,328
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,296.153,4.743620000000002,49.33,2,2,327,5.0432806,-1.698401,327
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,290.794,3.4026000000000023,25.36,3,0,326,2.4873033,-0.7397146,326
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.40000000000015,3.701600000000002,141.31,7,3,671,5.908271,-1.4457583,671
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,308.315,2.7586000000000004,98.54,5,1,670,2.8829346,-2.3563333,670
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,262.22099999999995,0.8432999999999997,90.65,6,1,669,-0.07193493,1.5779636,669
